skincare_type,skincare_name,Brand,Rating,ingredient,Link,,,,,,brand
Sunscreen,D5 Brightening Sunscreen,L'ESSENTIAL,4.6," Zinc Oxide, Titanium Dioxide",https://reviews.femaledaily.com/products/moisturizer/sun-protection-44/lessential/d5-brightening-sunscreen?cat=&cat_id=0&age_range=&skin_type=&skin_tone=&skin_undertone=&hair_texture=&hair_type=&order=newest&page=1,,,,,,D5 Brightening Sunscreen
Sunscreen,Intensive Long-Lasting Sunscreen SPF 50+/PA++++,Innisfree,4.1," Octinoxate, Zinc Oxide, Ethylhexyl Salicylate",https://reviews.femaledaily.com/products/moisturizer/sun-protection-44/innisfree/intensive-long-lasting-sunscreen-spf-50pa?cat=&cat_id=0&age_range=&skin_type=&skin_tone=&skin_undertone=&hair_texture=&hair_type=&order=newest&page=1,,,,,,Intensive Long-Lasting Sunscreen SPF 50+/PA++++
Sunscreen,Brightening UV Sunscreen Gel SPF50+ PA++++,Anessa,4.4," Octinoxate, Titanium Dioxide, Niacinamide",https://reviews.femaledaily.com/products/moisturizer/sun-protection-44/anessa/anessa-whitening-uv-sunscreen-gel-spf50pa-4?cat=&cat_id=0&age_range=&skin_type=&skin_tone=&skin_undertone=&hair_texture=&hair_type=&order=newest&page=1,,,,,,Brightening UV Sunscreen Gel SPF50+ PA++++
Sunscreen,Sunbrella Daily Defense Sunscreen Serum SPF 30 PA++++,YOU Beauty,4.1,"Octocrylene, Octinoxate, Octisalate, Zinc Oxide",https://reviews.femaledaily.com/products/moisturizer/sun-protection-44/you-beauty/sunbrella-daily-defense-sunscreen-serum-spf-30-pa-1?cat=&cat_id=0&age_range=&skin_type=&skin_tone=&skin_undertone=&hair_texture=&hair_type=&order=newest&page=1,,,,,,Sunbrella Daily Defense Sunscreen Serum SPF 30 PA++++
Sunscreen,Sun Shield Board Spectrum SPF 50 PA++++,Rivera,4.7,"Octocrylene, Octinoxate, Titanium Dioxide, Zinc Oxide",https://reviews.femaledaily.com/products/moisturizer/sun-protection-44/rivera/sun-shield-board-spectrum-spf-50-pa?cat=&cat_id=0&age_range=&skin_type=&skin_tone=&skin_undertone=&hair_texture=&hair_type=&order=newest&page=1,,,,,,Sun Shield Board Spectrum SPF 50 PA++++
Sunscreen,UnSeen Sunscreen Broad Spectrum SPF 40,Supergoop!,4.6,"Octocrylene, Octinoxate, Titanium Dioxide",https://reviews.femaledaily.com/products/moisturizer/sun-protection-44/supergoop/unseen-sunscreen-broad-spectrum-spf-40?cat=&cat_id=0&age_range=&skin_type=&skin_tone=&skin_undertone=&hair_texture=&hair_type=&order=newest&page=1,,,,,,UnSeen Sunscreen Broad Spectrum SPF 40
Sunscreen,Sunscreen SPF 43++,Tull Jye,4.3,"Octocrylene, Octisalate",https://reviews.femaledaily.com/products/moisturizer/sun-protection-44/tull-jye/tull-jye-sunscreen-spf-43-face-and-body-protection?cat=&cat_id=0&age_range=&skin_type=&skin_tone=&skin_undertone=&hair_texture=&hair_type=&order=newest&page=1,,,,,,Sunscreen SPF 43++
Facial Wash,Gentle Skin Cleanser,Cetaphil,4.5,"Water, Cetyl Alcohol, Propylene Glycol",https://reviews.femaledaily.com/products/cleanser/facial-wash/cetaphil/gentle-skin-cleanser-2?cat=&cat_id=0&age_range=&skin_type=&skin_tone=&skin_undertone=&hair_texture=&hair_type=&order=newest&page=1,,,,,,Gentle Skin Cleanser
Facial Wash,Perfect Whip Facial Foam,Senka,4.4,"Water, Glycerin, Stearic Acid",https://reviews.femaledaily.com/products/cleanser/facial-wash/senka/perfect-whip-1?cat=&cat_id=0&age_range=&skin_type=&skin_tone=&skin_undertone=&hair_texture=&hair_type=&order=newest&page=1,,,,,,Perfect Whip Facial Foam
Facial Wash,Creamy Wash,Acnes,3.7,"Water, Myristic Acid, Lauric Acid",https://reviews.femaledaily.com/products/cleanser/facial-wash/acnes/creamy-wash?cat=&cat_id=0&age_range=&skin_type=&skin_tone=&skin_undertone=&hair_texture=&hair_type=&order=newest&page=1,,,,,,Creamy Wash
Facial Wash,Tamagohada Mild Peeling Face Wash,Hada Labo,3.2,"Water, Sodium Laureth Sulfate, Cocamidopropyl Betaine",https://reviews.femaledaily.com/products/cleanser/facial-wash/hada-labo/tamagohada-mild-peeling-face-wash-11?cat=&cat_id=0&age_range=&skin_type=&skin_tone=&skin_undertone=&hair_texture=&hair_type=&order=newest&page=1,,,,,,Tamagohada Mild Peeling Face Wash
Facial Wash,Foaming Face Wash,Clean & Clear,4.8,"Water, Cocamidopropyl Betaine, Sodium Lauroyl Methylaminopropionate",https://reviews.femaledaily.com/products/cleanser/facial-wash/clean-clear/essentials-foaming-facial-wash?cat=&cat_id=0&age_range=&skin_type=&skin_tone=&skin_undertone=&hair_texture=&hair_type=&order=newest&page=1,,,,,,Foaming Face Wash
Facial Wash,Gokujyun Ultimate Moisturizing Face Wash,Hada Labo,4.4,"Water, Sodium Cocoyl Glutamate, Sodium Lauroyl Aspartate",https://reviews.femaledaily.com/products/cleanser/facial-wash/hada-labo/gokyujyun-ultimate-moisturizing-face-wash?cat=&cat_id=0&age_range=&skin_type=&skin_tone=&skin_undertone=&hair_texture=&hair_type=&order=newest&page=1,,,,,,Gokujyun Ultimate Moisturizing Face Wash
Facial Wash,Low pH Good Morning Gel Cleanser,Cosrx,3.8,"Water, Cocamidopropyl Betaine, Tea-Cocoyl Glutamate",https://reviews.femaledaily.com/products/cleanser/facial-wash/cosrx/good-morning-gel-cleanser?cat=&cat_id=0&age_range=&skin_type=&skin_tone=&skin_undertone=&hair_texture=&hair_type=&order=newest&page=1,,,,,,Low pH Good Morning Gel Cleanser
Facial Wash,Tea Tree Skin Clearing Facial Wash,The Body Shop,3.5,"Water, Decyl Glucoside, Sodium Cocoyl Glutamate",https://reviews.femaledaily.com/products/cleanser/facial-wash/the-body-shop/tea-tree-skin-clearing-facial-wash-3?cat=&cat_id=0&age_range=&skin_type=&skin_tone=&skin_undertone=&hair_texture=&hair_type=&order=newest&page=1,,,,,,Tea Tree Skin Clearing Facial Wash
Facial Wash,Shirojyun Ultimate Whitening Face Wash,Hada Labo,4.3,"Water, Sodium Lauroyl Isethionate, Glycol Distearate",https://reviews.femaledaily.com/products/cleanser/facial-wash/hada-labo/shirojyon-ultimate-whitening-face-wash?cat=&cat_id=0&age_range=&skin_type=&skin_tone=&skin_undertone=&hair_texture=&hair_type=&order=newest&page=1,,,,,,Shirojyun Ultimate Whitening Face Wash
Facial Wash,Bright Stuff Face Wash,Emina,4.3,"Water, Potassium Myristate, Glycerin",https://reviews.femaledaily.com/products/cleanser/facial-wash/emina/emina-bright-stuff?cat=&cat_id=0&age_range=&skin_type=&skin_tone=&skin_undertone=&hair_texture=&hair_type=&order=newest&page=1,,,,,,Bright Stuff Face Wash
Facial Wash,Purifying Neem Face Wash,Himalaya,4.2,"Water, Disodium Cocoyl Glutamate, Sodium Lauroyl Glutamate",https://reviews.femaledaily.com/products/cleanser/facial-wash/himalaya/purifying-neem-face-wash-100-ml?cat=&cat_id=0&age_range=&skin_type=&skin_tone=&skin_undertone=&hair_texture=&hair_type=&order=newest&page=1,,,,,,Purifying Neem Face Wash
Facial Wash,Sparkling Bright Facial Foam,NIVEA,5,"Water, Sorbitol, Sodium Laureth Sulfate",https://reviews.femaledaily.com/products/cleanser/facial-wash/nivea/sparkling-white-facial-foam?cat=&cat_id=0&age_range=&skin_type=&skin_tone=&skin_undertone=&hair_texture=&hair_type=&order=newest&page=1,,,,,,Sparkling Bright Facial Foam
Facial Wash,Lightening Micellar Gentle Wash,Wardah,4.7,"Water, Disodium Laureth Sulfosuccinate, Cocamidopropyl Betaine",https://reviews.femaledaily.com/products/cleanser/facial-wash/wardah/lightening-micellar-gentle-wash?cat=&cat_id=0&age_range=&skin_type=&skin_tone=&skin_undertone=&hair_texture=&hair_type=&order=newest&page=1,,,,,,Lightening Micellar Gentle Wash
Facial Wash,Sakura Glow Hyaluron Face Wash,Garnier,4,"Water, Myristic Acid, Lauric Acid",https://reviews.femaledaily.com/products/cleanser/facial-wash/garnier/sakura-white-1?cat=&cat_id=0&age_range=&skin_type=&skin_tone=&skin_undertone=&hair_texture=&hair_type=&order=newest&page=1,,,,,,Sakura Glow Hyaluron Face Wash
Facial Wash,Serum Whip Foam,Pond's,4.5,"Water, Glycerin, Myristic Acid",https://reviews.femaledaily.com/products/cleanser/facial-wash/ponds/serum-whip-foam-10x-collagent?cat=&cat_id=0&age_range=&skin_type=&skin_tone=&skin_undertone=&hair_texture=&hair_type=&order=newest&page=1,,,,,,Serum Whip Foam
Facial Wash,Pure Active Matcha Foam,Garnier,4.4,"Water, Sodium Lauroyl Glutamate, Potassium Cocoyl Glycinate",https://reviews.femaledaily.com/products/cleanser/facial-wash/garnier/pure-active-matcha-foam?cat=&cat_id=0&age_range=&skin_type=&skin_tone=&skin_undertone=&hair_texture=&hair_type=&order=newest&page=1,,,,,,Pure Active Matcha Foam
Facial Wash,White Beauty Spot-less Rosy White Facial Foam,Pond's,2.7,"Water, Sodium Cocoyl Glycinate, Glycerin",https://reviews.femaledaily.com/products/cleanser/facial-wash/ponds/ponds-spot-less-rosy-white-facial-foam?cat=&cat_id=0&age_range=&skin_type=&skin_tone=&skin_undertone=&hair_texture=&hair_type=&order=newest&page=1,,,,,,White Beauty Spot-less Rosy White Facial Foam
Facial Wash,Refreshing Facial Wash Gel,Simple,4.1,"Water, Cocamidopropyl Betaine, Sodium Methyl Cocoyl Taurate",https://reviews.femaledaily.com/products/cleanser/facial-wash/simple/simple-kind-to-skin-refreshing-facial-wash-gel?cat=&cat_id=0&age_range=&skin_type=&skin_tone=&skin_undertone=&hair_texture=&hair_type=&order=newest&page=1,,,,,,Refreshing Facial Wash Gel
Facial Wash,Bright Complete Brightening Face Wash Foam,Garnier,3.4,"Water, Cocamidopropyl Betaine, Glycerin",https://reviews.femaledaily.com/products/cleanser/facial-wash/garnier/light-complete-white-speed-brightening-foam?cat=&cat_id=0&age_range=&skin_type=&skin_tone=&skin_undertone=&hair_texture=&hair_type=&order=newest&page=1,,,,,,Bright Complete Brightening Face Wash Foam
Facial Wash,Acne Solution AntiAcne Facial Foam,Pond's,3.6,"Water, Sodium Lauroyl Methylaminopropionate, Cocamidopropyl Betaine",https://reviews.femaledaily.com/products/cleanser/facial-wash/ponds/acne-solution-antiacne-facial-foam-1?cat=&cat_id=0&age_range=&skin_type=&skin_tone=&skin_undertone=&hair_texture=&hair_type=&order=newest&page=1,,,,,,Acne Solution AntiAcne Facial Foam
Facial Wash,Pure White Pollution D-TOXX,Pond's,4.2,"Water, Sodium Lauroyl Sarcosinate, Potassium Laureth Phosphate",https://reviews.femaledaily.com/products/cleanser/facial-wash/ponds/pure-white-polution-d-toxx?cat=&cat_id=0&age_range=&skin_type=&skin_tone=&skin_undertone=&hair_texture=&hair_type=&order=newest&page=1,,,,,,Pure White Pollution D-TOXX
Facial Wash,Natural Care Complete White Face Wash,Acnes,4.3,"Water, Glycerin, Sodium Cocoyl Isethionate",https://reviews.femaledaily.com/products/cleanser/facial-wash/acnes/natural-care-complete-white-face-wash-98?cat=&cat_id=0&age_range=&skin_type=&skin_tone=&skin_undertone=&hair_texture=&hair_type=&order=newest&page=1,,,,,,Natural Care Complete White Face Wash
Facial Wash,Face Foam Centella Asiatica,NPURE,4,"Water, Sodium Cocoyl Glutamate, Glycerin",https://reviews.femaledaily.com/products/cleanser/facial-wash/npure/face-foam-centella-asiatica?cat=&cat_id=0&age_range=&skin_type=&skin_tone=&skin_undertone=&hair_texture=&hair_type=&order=newest&page=1,,,,,,Face Foam Centella Asiatica
Facial Wash,Nature Daily Aloe Hydramild Facial Wash,Wardah,4.4,"Water, Potassium Cocoyl Glycinate, Cocamidopropyl Betaine",https://reviews.femaledaily.com/products/cleanser/facial-wash/wardah/nature-daily-aloe-hydramild-facial-wash?cat=&cat_id=0&age_range=&skin_type=&skin_tone=&skin_undertone=&hair_texture=&hair_type=&order=newest&page=1,,,,,,Nature Daily Aloe Hydramild Facial Wash
Facial Wash,Marigold Deep-Cleanse Facial Wash,NPURE,4.1,"Water, Glycerin, Sodium Lauroyl Glutamate",https://reviews.femaledaily.com/products/cleanser/facial-wash/npure/marigold-deep-cleansing-foaming-face-wash-2?cat=&cat_id=0&age_range=&skin_type=&skin_tone=&skin_undertone=&hair_texture=&hair_type=&order=newest&page=1,,,,,,Marigold Deep-Cleanse Facial Wash
Facial Wash,C-Defense Energizing Creamy Wash,Wardah,4,"Water, Potassium Cocoyl Glycinate, Glycerin",https://reviews.femaledaily.com/products/cleanser/facial-wash/wardah/wardah-c-defense?cat=&cat_id=0&age_range=&skin_type=&skin_tone=&skin_undertone=&hair_texture=&hair_type=&order=newest&page=1,,,,,,C-Defense Energizing Creamy Wash
Facial Wash,Daily Pore Cleanser,Clean & Clear,4.1,"Water, Cocamidopropyl Betaine, Sodium Cocoyl Glycinate",https://reviews.femaledaily.com/products/cleanser/facial-wash/clean-clear/deep-action-daily-pore-cleanser?cat=&cat_id=0&age_range=&skin_type=&skin_tone=&skin_undertone=&hair_texture=&hair_type=&order=newest&page=1,,,,,,Daily Pore Cleanser
Facial Wash,Perfect White Clay,Senka,3.3,"Water, Kaolin, Glycerin",https://reviews.femaledaily.com/products/cleanser/facial-wash/senka/senka-perfect-white-clay?cat=&cat_id=0&age_range=&skin_type=&skin_tone=&skin_undertone=&hair_texture=&hair_type=&order=newest&page=1,,,,,,Perfect White Clay
Facial Wash,Oily Skin Cleanser,Cetaphil,3.8,"Water, Sodium Cocoyl Isethionate, Cocamidopropyl Betaine",https://reviews.femaledaily.com/products/cleanser/facial-wash/cetaphil/oily-skin-cleanser?cat=&cat_id=0&age_range=&skin_type=&skin_tone=&skin_undertone=&hair_texture=&hair_type=&order=newest&page=1,,,,,,Oily Skin Cleanser
Facial Wash,Salicylic Acid Gentle Cleanser,Cosrx,3.7,"Water, Sodium Laureth Sulfate, Cocamidopropyl Betaine",https://reviews.femaledaily.com/products/cleanser/facial-wash/cosrx/cosrx-salicylic-acid-gentle-cleanser?cat=&cat_id=0&age_range=&skin_type=&skin_tone=&skin_undertone=&hair_texture=&hair_type=&order=newest&page=1,,,,,,Salicylic Acid Gentle Cleanser
Facial Wash,Brightening Facial Wash,Everwhite,3.7,"Water, Cocamidopropyl Betaine, Glycerin",https://reviews.femaledaily.com/products/cleanser/facial-wash/everwhite/everwhite-be-bright-65?cat=&cat_id=0&age_range=&skin_type=&skin_tone=&skin_undertone=&hair_texture=&hair_type=&order=newest&page=1,,,,,,Brightening Facial Wash
Facial Wash,White-Aqua Pore Cleanse Micellar Foam,PIXY,4,"Water, Sodium Lauroyl Glutamate, Peg-120 Methyl Glucose Dioleate",https://reviews.femaledaily.com/products/cleanser/facial-wash/pixy/white-aqua-pore-cleanse-micellar-foam?cat=&cat_id=0&age_range=&skin_type=&skin_tone=&skin_undertone=&hair_texture=&hair_type=&order=newest&page=1,,,,,,White-Aqua Pore Cleanse Micellar Foam
Facial Wash,Hydra Rose Gel Foam Cleanser,Wardah,3.4,"Water, Glycerin, Cocamidopropyl Betaine",https://reviews.femaledaily.com/products/cleanser/facial-wash/wardah/wardah-hydra-rose-gel-foam-cleanser?cat=&cat_id=0&age_range=&skin_type=&skin_tone=&skin_undertone=&hair_texture=&hair_type=&order=newest&page=1,,,,,,Hydra Rose Gel Foam Cleanser
Facial Wash,Facial Foam,Pigeon,3.7,"Water, Stearic Acid, Myristic Acid",https://reviews.femaledaily.com/products/cleanser/facial-wash/pigeon/facial-wash-06?cat=&cat_id=0&age_range=&skin_type=&skin_tone=&skin_undertone=&hair_texture=&hair_type=&order=newest&page=1,,,,,,Facial Foam
Facial Wash,Daily Facial Cleanser,Cetaphil,4.9,"Water, Sodium Cocoyl Isethionate, Glycerin",https://reviews.femaledaily.com/products/cleanser/facial-wash/cetaphil/daily-facial-cleanser?cat=&cat_id=0&age_range=&skin_type=&skin_tone=&skin_undertone=&hair_texture=&hair_type=&order=newest&page=1,,,,,,Daily Facial Cleanser
Facial Wash,White Expert Purifying Cleanser,Safi,4.1,"Water, Sodium Cocoyl Isethionate, Glycerin",https://reviews.femaledaily.com/products/cleanser/facial-wash/safi/safi-white-expert-purifying-cleanser?cat=&cat_id=0&age_range=&skin_type=&skin_tone=&skin_undertone=&hair_texture=&hair_type=&order=newest&page=1,,,,,,White Expert Purifying Cleanser
Facial Wash,Anti Acne Cleansing Bar,JF,3.8,"Sodium Palmate, Sodium Palm Kernelate, Water",https://reviews.femaledaily.com/products/cleanser/facial-wash/jf/anti-acne-cleansing-bar-1?cat=&cat_id=0&age_range=&skin_type=&skin_tone=&skin_undertone=&hair_texture=&hair_type=&order=newest&page=1,,,,,,Anti Acne Cleansing Bar
Facial Wash,White Secret Facial Wash - Discontinued,Wardah,4.1,"Water, Cocamidopropyl Betaine, Sodium Cocoyl Isethionate",https://reviews.femaledaily.com/products/cleanser/facial-wash/wardah/white-secret-facial-wash-1?cat=&cat_id=0&age_range=&skin_type=&skin_tone=&skin_undertone=&hair_texture=&hair_type=&order=newest&page=1,,,,,,White Secret Facial Wash - Discontinued
Facial Wash,Brightening Facial Wash,Whitelab,4.1,"Water, Glycerin, Myristic Acid",https://reviews.femaledaily.com/products/cleanser/facial-wash/whitelab/brightening-facial-wash-83?cat=&cat_id=0&age_range=&skin_type=&skin_tone=&skin_undertone=&hair_texture=&hair_type=&order=newest&page=1,,,,,,Brightening Facial Wash
Facial Wash,Low pH Gentle Jelly Cleanser,Somethinc,4.3,"Water, Sodium Cocoyl Isethionate, Glycerin",https://reviews.femaledaily.com/products/cleanser/facial-wash/somethinc/low-ph-gentle-jelly-cleanser-1?cat=&cat_id=0&age_range=&skin_type=&skin_tone=&skin_undertone=&hair_texture=&hair_type=&order=newest&page=1,,,,,,Low pH Gentle Jelly Cleanser
Facial Wash,Matcha Oat Gentle Cleanser,True to Skin,4,"Water, Potassium Cocoyl Glycinate, Peg-150 Distearate",https://reviews.femaledaily.com/products/cleanser/facial-wash/true-to-skin/matcha-oat-gentle-cleanser?cat=&cat_id=0&age_range=&skin_type=&skin_tone=&skin_undertone=&hair_texture=&hair_type=&order=newest&page=1,,,,,,Matcha Oat Gentle Cleanser
Facial Wash,Perfect Whip,Senka,4.3,"Water, Myristic Acid, Glycerin",https://reviews.femaledaily.com/products/cleanser/facial-wash/senka/senka-perfect-whip-39?cat=&cat_id=0&age_range=&skin_type=&skin_tone=&skin_undertone=&hair_texture=&hair_type=&order=newest&page=1,,,,,,Perfect Whip
Facial Wash,Natural Bright Face Wash,Clean & Clear,3.8,"Water, Sodium Cocoyl Glutamate, Glycerin",https://reviews.femaledaily.com/products/cleanser/facial-wash/clean-clear/clean-clear-natural-bright-face-wash?cat=&cat_id=0&age_range=&skin_type=&skin_tone=&skin_undertone=&hair_texture=&hair_type=&order=newest&page=1,,,,,,Natural Bright Face Wash
Facial Wash,Acne Care Facial Foam,Sariayu,4.3,"Water, Sodium Laureth Sulfate, Cocamidopropyl Betaine",https://reviews.femaledaily.com/products/cleanser/facial-wash/sariayu/acne-care-facial-foam?cat=&cat_id=0&age_range=&skin_type=&skin_tone=&skin_undertone=&hair_texture=&hair_type=&order=newest&page=1,,,,,,Acne Care Facial Foam
Facial Wash,Sea Buckthorn Cleansing Gel,Kleveru Organics,4.5,"Water, Glycerin, Myristic Acid",https://reviews.femaledaily.com/products/cleanser/facial-wash/kleveru-organics/sea-buckhtorn-cleansing-gel-1?cat=&cat_id=0&age_range=&skin_type=&skin_tone=&skin_undertone=&hair_texture=&hair_type=&order=newest&page=1,,,,,,Sea Buckthorn Cleansing Gel
Facial Wash,Pure Active Sensitive Anti Acne Cleansing Gel,Garnier,3.4,"Water, Cocamidopropyl Betaine, Myristic Acid",https://reviews.femaledaily.com/products/cleanser/facial-wash/garnier/garnier-pure-active-sensitive-anti-acne-cleansing-gel?cat=&cat_id=0&age_range=&skin_type=&skin_tone=&skin_undertone=&hair_texture=&hair_type=&order=newest&page=1,,,,,,Pure Active Sensitive Anti Acne Cleansing Gel
Facial Wash,Perfect Bright Bright + Oil Control Creamy Foam,Wardah,4.1,"Water, Sodium Cocoyl Isethionate, Glycerin",https://reviews.femaledaily.com/products/cleanser/facial-wash/wardah/wardah-perfect-bright-creamy-foam-100-ml-3?cat=&cat_id=0&age_range=&skin_type=&skin_tone=&skin_undertone=&hair_texture=&hair_type=&order=newest&page=1,,,,,,Perfect Bright Bright + Oil Control Creamy Foam
Facial Wash,Lightening Whip Facial Foam,Wardah,4.1,"Water, Sodium Laureth Sulfate, Glycerin",https://reviews.femaledaily.com/products/cleanser/facial-wash/wardah/wardah-lightening-whip-facial-foam-11?cat=&cat_id=0&age_range=&skin_type=&skin_tone=&skin_undertone=&hair_texture=&hair_type=&order=newest&page=1,,,,,,Lightening Whip Facial Foam
Facial Wash,Tea Tree & Lemon Facial Cleanser,Sensatia Botanicals,3.5,"Water, Cocamidopropyl Betaine, Melaleuca Alternifolia (Tea Tree) Leaf Oil",https://reviews.femaledaily.com/products/cleanser/facial-wash/sensatia-botanicals/acne-clarifying-facial-cleanser?cat=&cat_id=0&age_range=&skin_type=&skin_tone=&skin_undertone=&hair_texture=&hair_type=&order=newest&page=1,,,,,,Tea Tree & Lemon Facial Cleanser
Facial Wash,Oil Control Cleanser,BIYU,4.6,"Water, Cocamidopropyl Betaine, Sodium Lauroyl Sarcosinate",https://reviews.femaledaily.com/products/cleanser/facial-wash/biyu/oil-control-cleanser-18?cat=&cat_id=0&age_range=&skin_type=&skin_tone=&skin_undertone=&hair_texture=&hair_type=&order=newest&page=1,,,,,,Oil Control Cleanser
Facial Wash,Facial Treatment Gentle Cleanser,SK-II,3.6,"Water, Glycerin, Sodium Cocoyl Glycinate",https://reviews.femaledaily.com/products/cleanser/facial-wash/sk-ii/facial-treatment-gentle-cleanser?cat=&cat_id=0&age_range=&skin_type=&skin_tone=&skin_undertone=&hair_texture=&hair_type=&order=newest&page=1,,,,,,Facial Treatment Gentle Cleanser
